Names,Prices
Yamani Coffe super med. 100gm ,EGP44.95
amr tuna piece 185g ,EGP19.25
McVitie's dark biscuit 2 s ,EGP2.00
Bounty Double 57Gm ,EGP15.00
ROYAL REGIME 25 TEA BAGS ,EGP14.95
Dilmah Tgless Tbag 100 Premium ,EGP63.95
Domty Pineapple Juice 1L ,EGP12.95
Nesquik Chocolate Powder154Gm ,EGP24.75
Chunky Kitkat White Chocolate 40gm ,EGP15.00
Dilmah Tea Mint 20 T.Bags ,EGP29.95
Domty Pineapple Juice 235 ml ,EGP3.95
Kitkat caramel chocolate 40gm ,EGP15.00
Barbican Pomgernte Drink330ML ,EGP15.50
Dilmah Tea Honey&G. 20 T.Bags ,EGP31.95
Schweppes Tangerine Pet 1L ,EGP10.95
Temmys Strawberry Flakes 250gm ,EGP49.95
Dilmah Green Tea 20 T.Bags ,EGP34.75
Biskrem Duo 105g ,EGP5.00
KIT KAT 2F Hazelnut 19.5 Gm ,EGP7.95
Dilmah Tea Moroco M. 20 T.Bags ,EGP39.95
Holsten Apple 330 ml ,EGP21.95
Schweppes Pomegranate 1L ,EGP10.95
Temmys Fruit Granola 300 gm ,EGP46.95
Holsten Pomegranate 330 ml ,EGP21.95
Frieska block Hazelnut ,EGP3.00
KIT KAT 2F Cookie 18(18x19.5g) ,EGP7.95
Hero Nat.Bee.Honey Citrus 360g ,EGP53.95
Dilmah Tea 25 T-B ,EGP20.95
Holsten Strawberry 330 ml ,EGP21.95
Lamar red grape juice 1 liter ,EGP26.50
KITKAT2F Raspberry 10(18x19.5g ,EGP7.95
Holsten Cranberry 330 ml ,EGP21.95
Sante Granola C.Muesli Fruit50 ,EGP94.75
Najjar Brazilian Coffee Plain Medium 200g ,EGP56.50
Nestle Kitkat Dark 70 41.5g ,EGP15.00
Temmys Honey Pops 30Gr ,EGP3.75
Al Rabie Tea is the most powerful 100 tea bags ,EGP49.95
KIT KAT CHUNKY Mini ,EGP84.95
Rani Mango Tetra 235 ML ,EGP5.25
Masr Café mehawega25 gm ,EGP3.95
KIT KAT MINI Bag 2 Finger ,EGP84.95
Rani Apple Tetra 235 ML ,EGP5.25
Imtenan Wild Peppermint Herbal Drink- 16 Tea Bag ,EGP15.95
Masr Café latte 28 gm ,EGP3.95
Amstel Radler Limon Can 330 ml ,EGP7.50
Rani Guava Tetra 235 ML ,EGP5.25
Cinnamon gratitude 16 ba ,EGP43.50
Masr Café 50 gm Jar ,EGP24.50
"Kitkat Chocolate Wafers, 2 Fingers - 20.5gm",EGP6.95
Domty Peach Juice 235 ml ,EGP4.50
Imtenan Anise Herbal Drink- 16 Tea Bag ,EGP21.50
Masr Café 100 gm Jar ,EGP44.50
KIT KAT CHUNKY 40 GM ,EGP14.50
Imtenan Organic Hibiscus Herbal Drink- 16 Filters ,EGP20.95
Mirinda Orange 250ml PET ,EGP3.00
Abo Auf coffee plain200gm ,EGP46.95
KITKAT Miniatures 110 gm ,EGP44.95
Crystal Corn Flex Gluten Free 250 gm ,EGP35.95
Cooks Chocalate 60 g ,EGP4.75
Mirinda Green apple 250ml Cans ,EGP5.00
Lamar Red Grape Juice 200ML ,EGP6.75
 Sekem Anise -25 Envelope ,EGP19.95
Egy. Gardens white oats 500 GM ,EGP24.95
Alameed French Coffee - 200 gm ,EGP119.95
Lamar Pomegranate Juice 200 ,EGP6.75
Sikkim Camomile Herbal Premium 25 F ,EGP19.95
Brigadier General Coffee Dark Hill Bin 200 c ,EGP119.95
MIRINDA ORGANGE CANS 330ML ,EGP6.00
Sikkim Ginger Cinnamon Herbs 25 ,EGP19.95
Egy Gardens oats whole grain 500 ml ,EGP24.95
Al-Ameed coffee light cardamom bin 200 g ,EGP119.95
Lamar Mango Juice Set of 27 - 200 ml ,EGP6.75
Sunbites Bread Che.&Her.29-33G ,EGP2.00
Sikkim Mint Herbs Premium 25 F ,EGP19.95
Live Green Oats 450 G ,EGP22.95
Beyti Tropicana Juice Appl235 ,EGP4.75
Sikkim Green Tea Premium Herbs 25 F. ,EGP19.95
Al-Ameed Plain Medium Coffee 200g ,EGP119.95
Dasani antioxidants Water 600M ,EGP5.95
Sunbites Butter&Spices 29-33GM ,EGP2.00
SANTE CRUNCHY BAR W.BANANA25G ,EGP7.75
Shaheen coffee light plain 100 g ,EGP22.50
Juhayna Pure Juice Tomato 1 L ,EGP24.95
juhayna Juice Apple Pear 1L ,EGP12.25
Lino Muesli cocount & almound ,EGP54.95
Shaheen coffee light mahog 100 g ,EGP31.50
Galaxy Hnut 90G ,EGP30.00
Rabea Ginger 20Bags ,EGP28.75
Lino Muesli dried fruits 375g ,EGP74.95
Fayrouz apple malt drink 250ml ,EGP5.75
Molto Magnum Strawberry 1 Pcs ,EGP7.00
Rabea Anise 20 Bags ,EGP24.95
Rani Guava Pet 1 Liter ,EGP18.50
Shaheen coffee light plain 200 gm ,EGP44.50
FITNESS Toasties Mix Spices 36 ,EGP5.75
Croissant mini molto cocoa ,EGP3.00
Rabea Chamomile 20 Bags ,EGP28.75
Shaheen coffee light coral 200 gm ,EGP62.50
Juhayna Juice Mandarin 1L ,EGP12.25
Fitness Oats Crackers 36 gm ,EGP5.75
Kinder Chocolate 8 Finger ,EGP26.95
Beyti Tropicana Juice Pineappl ,EGP4.75
Ba Musli Nuts W/Choc 300 g ,EGP54.95
Mirinda Orange 400ml PET ,EGP5.00
FITNESS Toasties Cumin Lemon 3 ,EGP5.75
Isis Ginger&Limon 20B + 10 F ,EGP19.95
Abu Auf Turkish Coffee plain ,EGP77.95
Schweppes Gold Peach 1 L ,EGP10.95
FITNESS Toasties Tomato Herbs ,EGP5.75
Hohos Cream Cake 1 pcs ,EGP2.00
Cinnamon Ginger Kai Imtenan 18 Bags ,EGP34.00
CORNEXI CHOCO FLAKES 250 GM ,EGP26.50
Blendy single mango juice 250 ml ,EGP10.95
Abu Auf pure cocoa medium 250 grams ,EGP58.50
Lamar Apple Drink 200ml ,EGP3.75
Fitness Crackers With Olives 36gm ,EGP5.75
el salam tea 100 bags ,EGP52.50
Abu Auf Turkish Coffee blend ,EGP92.95
Schweppes Peach 300 ml ,EGP6.00
Lipton LEMONGINGER 20 TB ,EGP14.95
Abu Auf Turkish Coffee plain ,EGP77.95
Green Cola 330ML ,EGP11.95
Lamar Apple Drink 1L ,EGP9.95
Lipton PEPPERMINT 20 TB ,EGP12.95
Lite Bite Cinnamon Rasins Cookies 70g ,EGP20.50
Abu Auf Turkish Coffee Dark Roast Plain - 250 Gra ,EGP77.95
Green Lemon 330ML ,EGP11.95
Moussy Apple Malt Beverage 330 ,EGP18.25
LIPTON GREEN MINT TEA 25 BAG ,EGP15.25
Green Orange 330ML ,EGP11.95
Abu Auf Turkish Coffee blend L ,EGP92.95
Al Rabie green tea ginger 25 bags ,EGP17.95
Green Cherry 330ML ,EGP11.95
Lamar Guava Drink 1L ,EGP9.95
Al Rabie Jasmine green tea 25 bags ,EGP17.95
Lamar Tomato Juice 1 L ,EGP26.50
M&M Choco 165g ,EGP55.00
Al Rabie green tea lemon 25 bags ,EGP17.95
Najjar Cafe Extra Light Plain ,EGP44.95
Schweppes Tonic Water Pet 1L ,EGP11.95
M&MS Choc 100G ,EGP35.00
Najjar Cafe Extra Light Roast ,EGP62.50
Lamar Mango Drink 200 ml ,EGP3.75
M&MS Peanut Soc 45G ,EGP15.00
Twinkies Cake Cream 1pc ,EGP2.00
Beyti Juice Mango Tropicana 235 ml ,EGP4.75
M&MS Choco Soc 45G ,EGP15.00
Diamond Cocoa Raw 100 g ,EGP20.95
Lamar Tomato Juice Set of 27 - 200 ml ,EGP6.75
Fairuz Mango Peach 330ml ,EGP6.95
Trego mueslidriedfruits 300gm ,EGP36.95
Lipton DUST Tea 100G ,EGP12.95
Yamani Coffe plan med. 100gm ,EGP21.50
Lamar Cranberry Juice 200 ml ,EGP6.75
Nino sally fouad oats 500 g ,EGP27.95
Yamani Coffe w.spice med.100gm ,EGP28.95
Sprite twist off 330Ml ,EGP5.50
Nino Oats Flour 500 g ,EGP39.50
Yamani Coffe Duable med. 100gm ,EGP40.95
lipton cardamom black tea 25 bags ,EGP14.75
Topof Thepop M.Popcorn Ba.100g ,EGP14.75
Al-Ameed coffee light without cardamom 200 g ,EGP119.95
Lipton green tea mint 25 bags ,EGP13.75
DIGSTASANDWICH BISCUITCHOCO 250G ,EGP23.50
Maltesers Std Aus 37G ,EGP15.00
DIGSTA BISCUITPLAINBUTTER 220G ,EGP18.50
Pretzel Munchos Pizza Crackers 45gm ,EGP6.50
LIPTON YL TBS 100G ES TESLA SU ,EGP45.50
Schweppes Pomegranate 300 ml ,EGP6.00
Mars Minitures 150Gm ,EGP60.00
Pretzel Munchos Cheese Crackers 45gm ,EGP6.50
"Mehmet Efendi Turkish Coffee, 250 Gram Can ",EGP115.95
LITPON YL TBS 25G ES TESLA SUP ,EGP10.00
Freez Pomegrante Sparkling Dr ,EGP25.50
Oriental Super Ring Cheese 60G ,EGP34.95
MARS MINIS Bag 227g ,EGP75.00
DANISH PLAIN BISCUIT BUTTE140G ,EGP11.00
LIPTON YL TBS 50 TESLA SUP ,EGP23.25
Freez Mango Sparkling Drink ,EGP25.50
Snickers MINIS 24*227g ,EGP75.00
LIPTON YL TBS 25 TESLA SUP ,EGP11.95
Snickers Miniatures 150Gm ,EGP60.00
SHORTY BISCUIT WITH BUTTER 80G ,EGP5.75
Goodfood Hazelnut Protein Bar 56g ,EGP21.95
Spicy Pretzel Munchos Crackers ,EGP6.50
ISIS immune tea 20 filters ,EGP17.95
Abu Auf French Coffee With Milk 250 Gm ,EGP82.25
MARIE BISCUITS LIGHT 120 G ,EGP6.50
Goodfood Sudanese protein bar 56g ,EGP21.95
Teabreak tea masala 25gm ,EGP3.95
Abu Auf green coffee 250 grams ,EGP56.95
Twist raspberry flavored drink 200 ml ,EGP13.50
Moussy Malt Bev-Strawberry330M ,EGP18.25
Snickers Single 50Gm ,EGP15.00
Dilmah Tag Tea Bag Blueberry & vanilla flavoured ,EGP31.95
Freez Kiwi Sparkling Drink 275 ,EGP25.50
Snickers Crisper 40g ,EGP15.00
Twist apple flavored drink 200ml ,EGP13.50
Freez Strawberry Sparkling Dri ,EGP25.50
Lipton Cinnamon Tea 25 Bags ,EGP11.50
Raffaello T15 ,EGP89.95
Bahlsen Gleichen Milk Choco125 ,EGP58.50
Lino Cornflakes Chocolate puff ,EGP34.95
Shaheen coffee medium plain 100 gm ,EGP22.50
Shaheen tea with milk (3 * 1) 12.5 g ,EGP5.25
Massafi Apple Juice 1 Liter ,EGP52.95
Twix Twin 50G ,EGP11.75
DIGSTA BISCUITPLAIN LIGHT 210G ,EGP18.75
KAYY OATS CINNAMON 500 g ,EGP27.95
Shaheen dark coffee 100 gm ,EGP22.50
Shaheen tea with milk Adani 18 g ,EGP6.00
Twix 4+1 ,EGP46.95
Shaheen coffee medium plain 200 gm ,EGP44.50
Lamar Pineapple Drink 1lt ,EGP9.95
Twix Minitures 150Gm ,EGP60.00
Bahlsen delice 100 Gm 100 G ,EGP49.95
Shaheen Plain Dark Coffee 200 gm ,EGP44.50
Lipton tea 75 bags ,EGP23.50
Lamar Lemon Mint Drink ml ,EGP3.75
Schweppes lemon and mint 250ml ,EGP5.50
TWIX MINIS Biscuits Bag 227g ,EGP75.00
Protein Bar Go Fudge 56gm ,EGP21.95
Shaheen coffee medium plain 250 gm ,EGP63.00
Lipton tea 25 bags ,EGP9.00
Lamar Pineapple Drink 200ml ,EGP3.75
Freez Blue Hawii Sparkling Dr ,EGP25.50
Shaheen coffee medium crushed 100 gm ,EGP31.50
lipton tea soft 400gm ,EGP45.50
Lamar Red Cocktail Drink 200ml ,EGP3.75
Shaheen coffee medium crushed 200 gm ,EGP62.50
Lamar Orange Drink 200ml ,EGP3.75
Trego Cereal bar With Apple an ,EGP5.95
Shaheen dark coffee 200 gm ,EGP62.50
 DANAO Strawberry Banana 235ml ,EGP6.95
Mirinda Orange 970 Ml PET ,EGP10.95
Kiddo protein bar Crispy caramel 35g ,EGP9.95
Crispy bar peanut butter dark chocolate sea salt ,EGP5.00
Rauch Juice Grape Id d'Ayd 900m ,EGP106.50
Crispy bar almond coconut dark chocolat 35g ,EGP5.00
Shaheen coffee special dark 250 gm ,EGP66.75
Dream Milk chocolate cooking 2 ,EGP24.50
LAMAR Peach Drink 1 liter ,EGP9.95
Dreem White COOKING Choc.200G ,EGP24.50
Sally Fouad Bread Flakes 500g ,EGP139.95
Shaheen coffee hazelnut 250 gm ,EGP95.50
LAMAR Peach Drink 200 ml ,EGP3.75
Freez Lemon Mint Sparkling Dri ,EGP25.50
Dreem Black COOKING Choc.200G ,EGP24.50
Sally Fouad Bread Flakes with Almound 100g ,EGP34.95
Shaheen green coffee 10 g ,EGP6.00
ROILL HERPES APPLE+CIAMON 20 PCESE ,EGP28.50
Lamar Coktail Drink - 1L ,EGP9.95
KING M CHOCO CHIP COOK 300G ,EGP32.95
Sally Fouad Bread Flakes 100g ,EGP32.00
Shaheen Arabic coffee 3 gm ,EGP28.50
ROILL HERPESCUMMAN+LEMON 25 PCESE ,EGP24.95
Betty Tropicana were 235 ml ,EGP4.50
Schweppes Gold ,EGP14.75
Scrunch dark chocolate mint 150 g ,EGP99.95
Loacker Cappuccino Wafer 100Gr ,EGP61.95
Sally Fouad Bread Flakes Crackers Without Milk 100  ,EGP32.00
Shaheen Coffee One One 5 gm ,EGP7.00
Domty Banana&straweberry juice235m ,EGP3.95
NOISETTE NAPOLITANER ,EGP61.95
Shaheen Coffee Mix (2 * 1) 15 g ,EGP3.50
Domty kiwi lemon&mint juice235m ,EGP3.95
Ahmad green tea mint 100 g ,EGP29.75
KAYY HIGH PROTEIN INSTANT OAT ,EGP39.95
Shaheen Coffee Mix (3 * 1) 13 g ,EGP3.50
Domty Mango&guava juice235m ,EGP3.95
ROYAL ANIS 12TEA BAGS ,EGP10.50
 Loacker Coconut Biscuit 100Gr ,EGP61.95
Rauch Guava Nectar Cans 355Ml ,EGP21.50
Royal Lemon&Ginger 12 T.Bags ,EGP10.50
Cornex Fruit Rings 250gm ,EGP25.75
Royal Anise 50Bags ,EGP35.50
Corn fruit balls cornex 250gm ,EGP25.75
Freez Pineapple Sparkling D ,EGP25.50
Viago Espresso Coffee Intso 10*5.5g ,EGP79.95
Royal Hibiscus 50Bags ,EGP35.50
Viago Espresso Coffee 10*5.5g ,EGP79.95
Royal Green Mint 50Bags ,EGP35.50
ROYAL GREEN TEA &MINT 12 BAGS ,EGP10.50
Viago Espresso Brasilia 5.5 km ,EGP79.95
Royal Hibiscus 20 Bags ,EGP17.95
Lite Bite Protein bar 60g ,EGP36.50
Moody café gold 200g ,EGP97.50
Schweppes Malt Pineapple 250 M ,EGP5.50
Royal Anise 20 Bags ,EGP17.95
Schweppes Gold pomegrand 1.750 ,EGP14.75
Sekem Coconut Dates 120gm ,EGP27.50
Royal Peppermint 20 Bags ,EGP17.95
Temmys Choco Rice 30Gr ,EGP3.75
Vitrac Mango Syrup 650 Ml ,EGP33.95
Royal Lemon&Ginger 20Bags ,EGP17.95
EESPRESSO 10 capsules (Gold) compatible ,EGP90.00
Coca-Cola Zero 300ml ,EGP6.00
Royal Camomile 20Bags ,EGP17.95
EESPRESSO 10 capsules (Silver) compatible ,EGP80.00
Coca Cola Zero 330ml Can ,EGP5.00
Royal Telia&Guava L.20*1.5g ,EGP17.95
NICE biscuits ,EGP3.00
Moussy Pomegran.Malt.Bev.330M ,EGP18.25
Royal CINNAMON 20 Bags ,EGP17.95
Loacker Gardena Waf.W/Choc.38g ,EGP13.95
HANS Instant coffee - Little Suger ,EGP19.95
Ahmad Tea With Jasmine-25 Bags ,EGP22.75
Lipton Kharaz Tea 100G ,EGP17.25
Tiffany Delight Bourborn Cream ,EGP22.25
ROYAL GUAJAVA LEAVES&TILIA12Ba ,EGP10.50
Bakalland Muesli dried fruits&honey 300g ,EGP54.95
Typhoo 80S Round Tea Bags ,EGP98.95
Jules Destro.But.Cris.Bis.100G ,EGP52.50
Imtenan Diet Herbs 18 filters ,EGP23.95
Aldoha Oat 500GM ,EGP41.95
Kai Imtenan green tea 18 filters ,EGP31.95
ABO OUF Granola Original 400 g ,EGP72.25
Tiffany Digestive 400G ,EGP39.95
Segafredo Capsules Nespresso ,EGP114.75
ABO OUF Granola Nuts 400 g ,EGP108.75
Grandos Extra Mocca Coffee200G ,EGP104.75
Tiffany Digestive Light 250G ,EGP31.50
Herbs for healthy digestion gratitude 18 filters ,EGP23.95
IMTENAN GINGER 80gm ,EGP44.00
Movenpick coffee GOLD ,EGP99.95
ROYAL GINGER CINNAMON 20TEA BA ,EGP17.95
Grandos Gold Decafenate 100G ,EGP81.95
ROYAL GINGER CINNAMON 12 BAGS ,EGP10.50
Poppins Choco Pops 250g ND ,EGP34.95
Grandos Gold Super Coffee 50G ,EGP44.75
loacker wafer espresso 110g ,EGP44.50
ROYAL REGIME 50TEA BAGS ,EGP26.50
Poppins Choco Flakes 250g ND ,EGP34.95
loacker wafer termissyo 110g ,EGP44.50
ROYAL CHAMOMILE 12 TEA BAGS ,EGP10.50
lite bite lotus rings 250g ,EGP44.95
Tchibo Black & White Instant Coffee - 50 gm ,EGP44.50
KAYY HIGH PROTEIN COCONUT 50 GM CUP ,EGP7.25
KAYY HIGH PROTEIN STRAWBERRY 50 GM CUP ,EGP7.25
Cebe Caroma Coffee Creamer 500 ,EGP49.95
Loacker Gardenahazelnut 125 G ,EGP74.50
Milita 1x2 coffee filter 40 filters ,EGP62.25
Loacker Gar fingers Cho 125 G  ,EGP74.50
Knoppers 25G ,EGP8.50
Movenpick Nescafe Gold 100 gm ,EGP107.95
Tiffany Delight Chocochip Cook ,EGP22.25
Nestle Nescafe 3in1chocolate + mug ,EGP54.95
Nestle Nescafe Caramel 3in1+ Mug ,EGP54.95
Nestle Nescafe Vanilla 3in1+ Mug ,EGP54.95
Nestle Nescafe Classic 3in1+ Mug ,EGP54.95
Loacker Cappuccino 110G ,EGP44.50
Instant coffee Grandoro gold 100 G ,EGP87.95
 NESC CLASSIC Jar 6x200g PR + 200g kahk free ,EGP117.95
Chunkos chocolate chips 6x12x4 ,EGP6.25
LOACKER WHITE COCONUT BISCUITS ,EGP61.95
Nesquik Biscuit Swch Choc 28Gm ,EGP2.00
CLASS A STROOPWAFEL MILK&HONEY ,EGP4.75
Good day Butter cookies 32gm ,EGP2.50
Good day pista-almond cookies ,EGP3.50
Merba Choc. Cookies 150 G ,EGP39.75
CoCoa LOVERS Sandwich Vanilla ,EGP4.00
Lago poker cacao 45GM ,EGP9.95
Lago poker nocciola 45GM ,EGP9.95
Lago mini poker nocciola 15GM ,EGP3.95
Tiffany Glucose 50gm ,EGP2.95
Tiffany Cookies monesta mini 3 ,EGP6.75
Tiffany Yonkers chocolate 35g ,EGP5.95
Abu Auf Maamoul masters of Ajwa Baku ,EGP3.75
Abu Auf Maamoul cinnamon Ajo Baku ,EGP3.75
Abu Aouf Maamul Baku Chocolate ,EGP4.75
Abu Auf Maamoul White Chocolate Baku ,EGP4.75
Tiffany Oatsville Fruit And Fibre 50 gm ,EGP6.50
Tiffany Delights Chocolate Chip Cookies 45 gm ,EGP6.50
Coco Lovers Hazelnut Wafer 8 Pieces ,EGP4.00
Lago poker wafer nocciola 150 ,EGP31.50
Lago poker wafer cacao 150GM ,EGP31.50
Ulker Mille Feuille with Hazelnut cream24g ,EGP2.00
Helma Fore BiscuitsVanilia 300gm ,EGP33.75
Fubday stix olive 40g ,EGP4.00
Coco pops layer cake with vanilla ,EGP2.50
BAHLSEN WAFER milk chocolate100gm ,EGP41.75
Frieska block Peanuts ,EGP3.00
Choix WAFER STICKS 12 GM ,EGP1.00
Zess Bis.Cracker Original80g ,EGP19.95
Zess Bis.Wafer Rolls Choco.100g ,EGP44.95
Bahlsen leibniz biscuits'n milk cream 190 gm ,EGP64.95
Bahlsen leibniz biscuits'n milk cream 19 gm ,EGP7.95
Roshen Wafers Cocoa Milk 72g ,EGP15.75
Roshen Lovita Cookies Drops 150g ,EGP32.50
Corona Bis Bimbo XL 49g ,EGP3.95
